Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDS46,17.6,Regular,0.047330801,Snack Foods,120.8782,OUT049,1999,Medium,Tier 1,Supermarket Type1,2621.9204
FDS55,7.02,Low Fat,0.081328781,Fruits and Vegetables,150.0734,OUT045,2002,,Tier 2,Supermarket Type1,4454.202
FDT43,16.35,Low Fat,0.020589623,Fruits and Vegetables,53.2324,OUT045,2002,,Tier 2,Supermarket Type1,727.0536
FDO22,13.5,Regular,0.029893094,Snack Foods,81.096,OUT010,1998,,Tier 3,Grocery Store,159.792
FDZ08,12.5,Regular,0.11021544400000001,Fruits and Vegetables,81.8592,OUT045,2002,,Tier 2,Supermarket Type1,1238.388
FDH02,7.27,Regular,0.020898691,Canned,92.2488,OUT017,2007,,Tier 2,Supermarket Type1,814.9392
FDV38,19.25,Low Fat,0.10218842800000001,Dairy,54.3956,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1032
FDZ07,,Regular,0.0,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
NCZ17,12.15,Low Fat,0.079592733,Health and Hygiene,37.3506,OUT045,2002,,Tier 2,Supermarket Type1,645.1602
FDZ20,16.1,Low Fat,0.0343603,Fruits and Vegetables,253.4356,OUT049,1999,Medium,Tier 1,Supermarket Type1,2797.6916
FDI60,7.22,Regular,0.038477325,Baking Goods,62.951,OUT018,2009,Medium,Tier 3,Supermarket Type2,1138.518
FDH10,21.0,Low Fat,0.082526478,Snack Foods,191.8478,OUT010,1998,,Tier 3,Grocery Store,774.9912
FDF32,16.35,Low Fat,0.06802430000000001,Fruits and Vegetables,196.4426,OUT013,1987,High,Tier 3,Supermarket Type1,1977.4260000000002
FDZ25,15.7,Regular,0.027617046,Canned,168.27900000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.696
FDM58,,reg,0.0,Snack Foods,112.2544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3914.9040000000005
FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1981.4208
FDY47,8.6,Regular,0.05443912,Breads,128.83100000000002,OUT013,1987,High,Tier 3,Supermarket Type1,1038.6480000000001
FDX07,19.2,Regular,0.022965292,Fruits and Vegetables,181.695,OUT045,2002,,Tier 2,Supermarket Type1,2563.33
DRE03,19.6,Low Fat,0.040550868,Dairy,45.5718,OUT010,1998,,Tier 3,Grocery Store,47.2718
FDR49,8.71,Low Fat,0.0,Canned,46.5376,OUT013,1987,High,Tier 3,Supermarket Type1,575.2512
FDS57,15.5,Low Fat,0.0,Snack Foods,141.547,OUT017,2007,,Tier 2,Supermarket Type1,3006.087
NCN30,16.35,Low Fat,0.017062426999999998,Household,98.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.656
FDS12,9.1,Low Fat,0.173973652,Baking Goods,126.5362,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068
FDI04,13.65,Regular,0.07285175599999999,Frozen Foods,197.1426,OUT013,1987,High,Tier 3,Supermarket Type1,3954.8520000000003
FDW57,8.31,Regular,0.11591197199999999,Snack Foods,177.3028,OUT045,2002,,Tier 2,Supermarket Type1,1948.1308
FDS24,20.85,Regular,0.062172698,Baking Goods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,619.8598
FDP48,7.52,Regular,0.044091657,Baking Goods,182.995,OUT049,1999,Medium,Tier 1,Supermarket Type1,3844.995
FDF57,14.5,Regular,0.0,Fruits and Vegetables,169.6448,OUT035,2004,Small,Tier 2,Supermarket Type1,2045.3376
FDR15,9.3,Regular,0.033437991,Meat,153.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2326.971
FDX27,20.7,Regular,0.191008614,Dairy,92.8436,OUT010,1998,,Tier 3,Grocery Store,189.0872
FDL24,10.3,Regular,0.024935297000000002,Baking Goods,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3966.1706
FDG34,11.5,Regular,0.062885197,Snack Foods,106.7254,OUT010,1998,,Tier 3,Grocery Store,542.627
FDG50,7.405,Low Fat,0.015259084,Canned,91.0146,OUT013,1987,High,Tier 3,Supermarket Type1,729.7168
FDZ08,12.5,Regular,0.10997157800000001,Fruits and Vegetables,82.7592,OUT035,2004,Small,Tier 2,Supermarket Type1,577.9144
DRE48,8.43,Low Fat,0.017396308,Soft Drinks,196.0768,OUT018,2009,Medium,Tier 3,Supermarket Type2,4138.6128
FDB41,19.0,Regular,0.162882227,Frozen Foods,46.8718,OUT010,1998,,Tier 3,Grocery Store,189.0872
FDQ16,19.7,LF,0.041803291,Frozen Foods,110.3912,OUT049,1999,Medium,Tier 1,Supermarket Type1,3275.736
FDO44,12.6,Low Fat,0.087380432,Fruits and Vegetables,109.7228,OUT013,1987,High,Tier 3,Supermarket Type1,1547.3192
FDW49,,Low Fat,0.082152451,Canned,179.9002,OUT027,1985,Medium,Tier 3,Supermarket Type3,4119.3046
FDW52,,Regular,0.037340835,Frozen Foods,163.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.8624
DRH11,5.98,LF,0.075711199,Hard Drinks,55.6614,OUT045,2002,,Tier 2,Supermarket Type1,331.5684
FDB35,,Regular,0.113139486,Starchy Foods,92.9804,OUT019,1985,Small,Tier 1,Grocery Store,183.7608
FDJ38,8.6,Regular,0.040369315,Canned,189.753,OUT018,2009,Medium,Tier 3,Supermarket Type2,2846.295
FDV31,9.8,LF,0.0,Fruits and Vegetables,175.237,OUT049,1999,Medium,Tier 1,Supermarket Type1,3881.614
NCJ30,5.82,Low Fat,0.080640478,Household,167.77900000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,2886.243
FDO45,13.15,Regular,0.03810738,Snack Foods,86.3856,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992
FDR14,11.65,Low Fat,0.173904193,Dairy,52.3298,OUT013,1987,High,Tier 3,Supermarket Type1,269.649
FDC20,10.65,LF,0.023971463,Fruits and Vegetables,54.0272,OUT046,1997,Small,Tier 1,Supermarket Type1,447.4176
FDU55,16.2,Low Fat,0.035967107000000005,Fruits and Vegetables,260.3278,OUT049,1999,Medium,Tier 1,Supermarket Type1,7549.5062
FDQ52,17.0,Low Fat,0.119570595,Frozen Foods,249.7434,OUT049,1999,Medium,Tier 1,Supermarket Type1,4221.8378
FDA44,19.7,Low Fat,0.053178425,Fruits and Vegetables,55.993,OUT013,1987,High,Tier 3,Supermarket Type1,905.488
DRE37,13.5,LF,0.094603404,Soft Drinks,187.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3214.4824
FDU49,19.5,Regular,0.030742082999999996,Canned,85.554,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.756
NCR30,20.6,Low Fat,0.070933894,Household,74.8696,OUT013,1987,High,Tier 3,Supermarket Type1,223.7088
FDP25,15.2,Low Fat,0.021203509,Canned,216.3824,OUT035,2004,Small,Tier 2,Supermarket Type1,6114.7072
FDK50,7.96,Low Fat,0.028357839,Canned,163.2894,OUT035,2004,Small,Tier 2,Supermarket Type1,4530.1032
FDI04,,Regular,0.072559351,Frozen Foods,199.3426,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.1094
DRJ11,9.5,Low Fat,0.0,Hard Drinks,190.9872,OUT045,2002,,Tier 2,Supermarket Type1,3025.3952
FDX59,10.195,Low Fat,0.051618280999999995,Breads,31.9558,OUT013,1987,High,Tier 3,Supermarket Type1,373.5138
FDS24,20.85,Regular,0.062212712999999996,Baking Goods,88.1514,OUT035,2004,Small,Tier 2,Supermarket Type1,1151.1682
FDD56,15.2,Regular,0.103988736,Fruits and Vegetables,177.0054,OUT045,2002,,Tier 2,Supermarket Type1,3677.2134
FDM13,6.425,Low Fat,0.10574254400000001,Breakfast,130.5626,OUT010,1998,,Tier 3,Grocery Store,131.1626
FDY37,17.0,Regular,0.026568875,Canned,142.047,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.2340000000004
DRG36,14.15,Low Fat,0.095378221,Soft Drinks,170.5106,OUT046,1997,Small,Tier 1,Supermarket Type1,2395.5484
NCO41,12.5,Low Fat,0.018955479,Health and Hygiene,100.1384,OUT017,2007,,Tier 2,Supermarket Type1,2167.8448
FDM57,11.65,Regular,0.075849167,Snack Foods,85.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608
DRH11,,Low Fat,0.075192072,Hard Drinks,56.0614,OUT027,1985,Medium,Tier 3,Supermarket Type3,2597.2858
FDH26,19.25,Regular,0.034753686,Canned,141.5496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1976.0944
DRD13,15.0,Low Fat,0.049038621,Soft Drinks,65.4168,OUT013,1987,High,Tier 3,Supermarket Type1,1661.8368
FDL15,,Low Fat,0.081651443,Meat,152.5682,OUT019,1985,Small,Tier 1,Grocery Store,152.4682
FDV13,17.35,Regular,0.02758789,Canned,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704
FDA34,11.5,Low Fat,0.014921093,Starchy Foods,173.908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1211.756
FDV49,10.0,Low Fat,0.025867353,Canned,264.6226,OUT049,1999,Medium,Tier 1,Supermarket Type1,4757.8068
FDI60,7.22,Regular,0.03838080000000001,Baking Goods,62.351000000000006,OUT049,1999,Medium,Tier 1,Supermarket Type1,885.5139999999999
NCV06,11.3,Low Fat,0.066668724,Household,192.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692
FDS14,7.285,Low Fat,0.049922304,Dairy,156.9288,OUT013,1987,High,Tier 3,Supermarket Type1,1571.2879999999998
DRD13,15.0,Low Fat,0.049070182999999996,Soft Drinks,61.9168,OUT035,2004,Small,Tier 2,Supermarket Type1,767.0016
FDS44,12.65,Regular,0.156679617,Fruits and Vegetables,238.8538,OUT018,2009,Medium,Tier 3,Supermarket Type2,4566.7222
FDK09,15.2,Low Fat,0.153592956,Snack Foods,228.0352,OUT010,1998,,Tier 3,Grocery Store,458.0704
FDU02,13.35,Low Fat,0.10249212,Dairy,230.5352,OUT035,2004,Small,Tier 2,Supermarket Type1,2748.4224
FDX52,11.5,Regular,0.042087749,Frozen Foods,192.68200000000002,OUT045,2002,,Tier 2,Supermarket Type1,3861.64
FDV03,17.6,Low Fat,0.058209079000000004,Meat,153.6314,OUT045,2002,,Tier 2,Supermarket Type1,5274.4676
FDK36,,Low Fat,0.007180374000000001,Baking Goods,47.4034,OUT027,1985,Medium,Tier 3,Supermarket Type3,631.8442
DRI51,17.25,Low Fat,0.042233642,Dairy,173.3764,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.3168
FDZ58,17.85,Low Fat,0.052176861,Snack Foods,122.8072,OUT046,1997,Small,Tier 1,Supermarket Type1,857.5504
DRI39,,Low Fat,0.096592065,Dairy,54.893,OUT027,1985,Medium,Tier 3,Supermarket Type3,3112.615
DRF23,4.61,Low Fat,0.122843005,Hard Drinks,172.4396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1569.9564
NCH07,13.15,Low Fat,0.155105614,Household,157.2604,OUT010,1998,,Tier 3,Grocery Store,316.9208
NCS06,7.935,Low Fat,0.031801103,Household,261.591,OUT045,2002,,Tier 2,Supermarket Type1,3155.8920000000003
FDA20,6.78,Low Fat,0.066892471,Fruits and Vegetables,186.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,1304.968
FDP44,16.5,Regular,0.079837509,Fruits and Vegetables,102.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1743.0644
FDS31,13.1,reg,0.0,Fruits and Vegetables,178.9318,OUT049,1999,Medium,Tier 1,Supermarket Type1,3067.3406
FDI41,18.5,Regular,0.0,Frozen Foods,148.7418,OUT045,2002,,Tier 2,Supermarket Type1,2501.4106
NCP55,14.65,Low Fat,0.01125332,Others,57.0614,OUT017,2007,,Tier 2,Supermarket Type1,939.4438
FDZ22,9.395,Low Fat,0.045361705,Snack Foods,83.825,OUT045,2002,,Tier 2,Supermarket Type1,665.8
NCC43,7.39,low fat,0.09270568300000001,Household,251.9066,OUT013,1987,High,Tier 3,Supermarket Type1,4267.1122
FDY02,8.945,Regular,0.0,Dairy,264.791,OUT017,2007,,Tier 2,Supermarket Type1,4733.838
FDB37,20.25,Regular,0.022976492999999997,Baking Goods,240.3538,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.0146
DRE25,15.35,Low Fat,0.073397129,Soft Drinks,91.912,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.936
FDW57,8.31,Regular,0.0,Snack Foods,177.4028,OUT046,1997,Small,Tier 1,Supermarket Type1,3896.2616
FDG32,19.85,LF,0.175995526,Fruits and Vegetables,224.0772,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404
NCF42,,Low Fat,0.16657250099999998,Household,176.1712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
FDN56,,Regular,0.18744331399999997,Fruits and Vegetables,145.8786,OUT019,1985,Small,Tier 1,Grocery Store,288.9572
FDO50,16.25,LF,0.0,Canned,90.2804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1653.8472
NCM54,17.7,Low Fat,0.05089667,Household,125.5678,OUT013,1987,High,Tier 3,Supermarket Type1,1398.8458
DRD60,15.7,Low Fat,0.037289996,Soft Drinks,182.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,3453.5046
NCM05,,Low Fat,0.059557164,Health and Hygiene,263.7226,OUT027,1985,Medium,Tier 3,Supermarket Type3,6872.3876
FDF41,12.15,Low Fat,0.131921819,Frozen Foods,246.34599999999998,OUT017,2007,,Tier 2,Supermarket Type1,739.038
FDH26,19.25,Regular,0.034770109,Canned,141.9496,OUT045,2002,,Tier 2,Supermarket Type1,988.0472
NCL07,13.85,Low Fat,0.031402114,Others,40.248000000000005,OUT045,2002,,Tier 2,Supermarket Type1,319.584
FDI45,13.1,Low Fat,0.037793818,Fruits and Vegetables,173.8054,OUT017,2007,,Tier 2,Supermarket Type1,2801.6864
FDS55,,Low Fat,0.080771137,Fruits and Vegetables,146.4734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4157.2552
FDH48,13.5,Low Fat,0.060603014000000004,Baking Goods,85.554,OUT045,2002,,Tier 2,Supermarket Type1,1731.08
DRJ59,11.65,Low Fat,0.019372253,Hard Drinks,40.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,308.9312
FDU38,10.8,Low Fat,0.082549896,Dairy,193.7504,OUT046,1997,Small,Tier 1,Supermarket Type1,4602.0096
NCJ30,5.82,LF,0.081096613,Household,170.37900000000002,OUT017,2007,,Tier 2,Supermarket Type1,1018.674
FDZ44,8.185,Low Fat,0.038948125,Fruits and Vegetables,115.4808,OUT017,2007,,Tier 2,Supermarket Type1,820.2656
FDN33,6.305,Regular,0.123115764,Snack Foods,95.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,661.8052
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
NCM31,6.095,Low Fat,0.0816559,Others,143.3154,OUT017,2007,,Tier 2,Supermarket Type1,2836.308
FDF04,17.5,LF,0.013658248000000001,Frozen Foods,256.3304,OUT049,1999,Medium,Tier 1,Supermarket Type1,6199.9296
FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,192.2162,OUT010,1998,,Tier 3,Grocery Store,384.8324
FDJ55,12.8,Regular,0.023526504,Meat,223.5404,OUT035,2004,Small,Tier 2,Supermarket Type1,5626.01
FDU13,8.355,Low Fat,0.0,Canned,145.6418,OUT013,1987,High,Tier 3,Supermarket Type1,3384.2614
NCN18,8.895,Low Fat,0.12461088599999999,Household,113.1544,OUT013,1987,High,Tier 3,Supermarket Type1,4250.4672
FDH52,,Regular,0.043690499,Frozen Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
NCK53,11.6,Low Fat,0.062903297,Health and Hygiene,100.4042,OUT010,1998,,Tier 3,Grocery Store,595.2252
DRM49,6.11,Regular,0.151925271,Soft Drinks,46.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,624.5204
FDH04,,Regular,0.019912606,Frozen Foods,91.0488,OUT019,1985,Small,Tier 1,Grocery Store,271.6464
FDB04,11.35,Regular,0.06358394,Dairy,89.4856,OUT017,2007,,Tier 2,Supermarket Type1,1142.5128
NCR30,20.6,Low Fat,0.07113694799999999,Household,76.3696,OUT045,2002,,Tier 2,Supermarket Type1,372.848
FDO23,17.85,Low Fat,0.146399663,Breads,93.8436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
FDA50,,Low Fat,0.152632413,Dairy,98.441,OUT019,1985,Small,Tier 1,Grocery Store,96.541
FDN23,6.575,Regular,0.07549348,Breads,143.5444,OUT035,2004,Small,Tier 2,Supermarket Type1,3338.3212
NCF18,18.35,Low Fat,0.08916305599999999,Household,191.3504,OUT045,2002,,Tier 2,Supermarket Type1,3259.7568
FDB14,20.25,Regular,0.102723919,Canned,93.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.4520000000002
FDX11,16.0,Regular,0.106752081,Baking Goods,181.4634,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804
FDR20,20.0,Regular,0.0,Fruits and Vegetables,46.4744,OUT010,1998,,Tier 3,Grocery Store,45.2744
FDS25,6.885,Regular,0.14080050000000002,Canned,111.4228,OUT017,2007,,Tier 2,Supermarket Type1,2984.1156
FDA43,10.895,Low Fat,0.064939211,Fruits and Vegetables,194.1794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2340.9528
NCV17,18.85,Low Fat,0.016104504,Health and Hygiene,130.2626,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.9268
FDC50,,Low Fat,0.135836915,Canned,93.8094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.1196
FDB41,,Regular,0.170382726,Frozen Foods,45.2718,OUT019,1985,Small,Tier 1,Grocery Store,47.2718
FDA39,6.32,Low Fat,0.012769753,Meat,39.9822,OUT018,2009,Medium,Tier 3,Supermarket Type2,78.5644
FDY27,6.38,Low Fat,0.032028115,Dairy,178.3344,OUT018,2009,Medium,Tier 3,Supermarket Type2,3211.8192
FDR49,8.71,Low Fat,0.139795569,Canned,47.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,910.8144
FDG17,6.865,Regular,0.036042938999999996,Frozen Foods,244.4486,OUT017,2007,,Tier 2,Supermarket Type1,4153.9262
DRK12,9.5,Low Fat,0.0,Soft Drinks,32.89,OUT010,1998,,Tier 3,Grocery Store,33.29
FDO52,11.6,Regular,0.077284566,Frozen Foods,172.4106,OUT049,1999,Medium,Tier 1,Supermarket Type1,4277.765
FDB08,6.055,Low Fat,0.031103357,Fruits and Vegetables,159.9578,OUT046,1997,Small,Tier 1,Supermarket Type1,2727.7826
FDE20,11.35,Regular,0.005530516,Fruits and Vegetables,171.179,OUT046,1997,Small,Tier 1,Supermarket Type1,4923.590999999999
DRC13,8.26,Regular,0.032573725,Soft Drinks,125.073,OUT018,2009,Medium,Tier 3,Supermarket Type2,985.3839999999999
FDS19,13.8,Regular,0.10746981900000001,Fruits and Vegetables,77.8012,OUT010,1998,,Tier 3,Grocery Store,227.7036
FDL33,7.235,Low Fat,0.0,Snack Foods,197.2452,OUT035,2004,Small,Tier 2,Supermarket Type1,2348.9424
FDV15,,Low Fat,0.145464606,Meat,105.7648,OUT027,1985,Medium,Tier 3,Supermarket Type3,2596.62
FDL46,20.35,Low Fat,0.054011943,Snack Foods,116.5466,OUT013,1987,High,Tier 3,Supermarket Type1,1885.5456
FDK14,6.98,Low Fat,0.041273236,Canned,82.4934,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.7208
NCT05,10.895,LF,0.021037197,Health and Hygiene,255.9672,OUT018,2009,Medium,Tier 3,Supermarket Type2,4857.6768
FDA25,16.5,Regular,0.068263916,Canned,104.79899999999999,OUT045,2002,,Tier 2,Supermarket Type1,1238.388
FDW39,6.69,Regular,0.037060755,Meat,176.83700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411.496
FDW48,,Low Fat,0.008499464,Baking Goods,81.3618,OUT027,1985,Medium,Tier 3,Supermarket Type3,1530.6742
NCN55,14.6,LF,0.0,Others,242.3538,OUT035,2004,Small,Tier 2,Supermarket Type1,5287.7836
FDO21,11.6,Regular,0.009763021,Snack Foods,226.2404,OUT046,1997,Small,Tier 1,Supermarket Type1,1800.3232
FDJ55,12.8,Regular,0.023567538,Meat,226.8404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4500.808
DRJ25,14.6,Low Fat,0.15087286800000002,Soft Drinks,47.5692,OUT045,2002,,Tier 2,Supermarket Type1,1379.5376
NCP43,17.75,Low Fat,0.03050705,Others,180.36599999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,2336.958
NCN41,17.0,Low Fat,0.052421981,Health and Hygiene,123.773,OUT018,2009,Medium,Tier 3,Supermarket Type2,1231.73
FDZ09,17.6,Low Fat,0.105472205,Snack Foods,165.6868,OUT017,2007,,Tier 2,Supermarket Type1,3111.9492
DRL35,,Low Fat,0.030554947000000002,Hard Drinks,41.876999999999995,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.202
FDC46,17.7,Low Fat,0.116542484,Snack Foods,182.6266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054
NCC18,19.1,Low Fat,0.177270016,Household,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,1724.422
FDY21,15.1,Low Fat,0.0,Snack Foods,197.21099999999998,OUT010,1998,,Tier 3,Grocery Store,196.41099999999997
DRG51,12.1,Low Fat,0.019314961000000002,Dairy,164.6526,OUT010,1998,,Tier 3,Grocery Store,657.8104
NCT54,8.695,Low Fat,0.119436131,Household,94.7094,OUT013,1987,High,Tier 3,Supermarket Type1,1047.3034
DRG27,,Low Fat,0.184035253,Dairy,42.2138,OUT019,1985,Small,Tier 1,Grocery Store,40.6138
FDQ56,6.59,Low Fat,0.17674825800000002,Fruits and Vegetables,82.7908,OUT010,1998,,Tier 3,Grocery Store,83.8908
FDH60,19.7,Regular,0.0,Baking Goods,197.91099999999997,OUT045,2002,,Tier 2,Supermarket Type1,1767.6989999999998
FDT45,15.85,Low Fat,0.057546914000000005,Snack Foods,55.8956,OUT018,2009,Medium,Tier 3,Supermarket Type2,491.3604
FDI04,13.65,Regular,0.073209447,Frozen Foods,197.6426,OUT018,2009,Medium,Tier 3,Supermarket Type2,2768.3964
DRD37,9.8,Low Fat,0.013869808999999999,Soft Drinks,47.406000000000006,OUT045,2002,,Tier 2,Supermarket Type1,978.7260000000001
FDI56,7.325,Low Fat,0.09330766800000001,Fruits and Vegetables,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,2006.7212
DRB25,,Low Fat,0.06912336,Soft Drinks,106.0938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2787.0388
DRG23,8.88,Low Fat,0.086957199,Hard Drinks,152.5682,OUT045,2002,,Tier 2,Supermarket Type1,1372.2138
NCL30,18.1,Low Fat,0.048931174,Household,127.3336,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024
FDU13,8.355,Low Fat,0.18755862899999998,Canned,148.0418,OUT046,1997,Small,Tier 1,Supermarket Type1,1471.418
FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,OUT010,1998,,Tier 3,Grocery Store,291.6204
DRE27,11.85,Low Fat,0.132645493,Dairy,96.9726,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.4712
NCK19,9.8,Low Fat,0.09039035699999999,Others,192.1478,OUT013,1987,High,Tier 3,Supermarket Type1,2324.9736
FDN20,,Low Fat,0.026055106,Fruits and Vegetables,169.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4211.185
DRH49,19.7,Low Fat,0.024756031,Soft Drinks,83.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,247.6776
NCH43,8.42,Low Fat,0.070968081,Household,215.9192,OUT017,2007,,Tier 2,Supermarket Type1,1941.4728
FDY39,5.305,Regular,0.07871639,Meat,183.5608,OUT010,1998,,Tier 3,Grocery Store,551.2824
FDG60,20.35,Low Fat,0.060699725,Baking Goods,233.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,6093.4016
NCK30,14.85,Low Fat,0.060967038,Household,254.3698,OUT035,2004,Small,Tier 2,Supermarket Type1,4566.0564
NCQ42,20.35,Low Fat,0.0,Household,125.1678,OUT017,2007,,Tier 2,Supermarket Type1,1907.517
FDU36,6.15,Low Fat,0.046459438,Baking Goods,100.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1675.1528
NCY53,20.0,Low Fat,0.058812134,Health and Hygiene,111.6544,OUT017,2007,,Tier 2,Supermarket Type1,1565.9616
FDD36,13.3,Low Fat,0.02136022,Baking Goods,120.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,1777.6860000000001
FDH35,,Low Fat,0.059956876,Starchy Foods,165.4526,OUT027,1985,Medium,Tier 3,Supermarket Type3,5262.4832
NCG07,12.3,Low Fat,0.052608525,Household,191.253,OUT045,2002,,Tier 2,Supermarket Type1,2656.542
FDW08,,LF,0.147663025,Fruits and Vegetables,106.02799999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,1810.976
FDO38,17.25,Low Fat,0.072986772,Canned,78.8986,OUT045,2002,,Tier 2,Supermarket Type1,1635.8706
DRI01,,Low Fat,0.034286109,Soft Drinks,173.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238
FDQ45,9.5,Regular,0.010914988,Snack Foods,183.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,2572.6512
FDB32,20.6,Low Fat,0.023548476000000002,Fruits and Vegetables,93.3778,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.2892
FDL43,10.1,Low Fat,0.027217467999999998,Meat,76.067,OUT017,2007,,Tier 2,Supermarket Type1,1454.773
FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728
NCN29,15.2,Low Fat,0.012184998999999998,Health and Hygiene,50.3034,OUT017,2007,,Tier 2,Supermarket Type1,145.8102
FDS50,17.0,Low Fat,0.055545797,Dairy,220.5114,OUT045,2002,,Tier 2,Supermarket Type1,5321.0736
FDA15,9.3,Low Fat,0.026818196000000002,Dairy,248.9092,OUT010,1998,,Tier 3,Grocery Store,498.0184
FDH53,20.5,Regular,0.019277945,Frozen Foods,82.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.7432
FDU19,8.77,Regular,0.046771477,Fruits and Vegetables,173.9422,OUT046,1997,Small,Tier 1,Supermarket Type1,3103.9596
